ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
GS,MRY,12/31/11,12/31/11,12/31/11,5/6/19,-516000000,9.23225E+11,9.35583E+11,,,0.031,138.514,-1106000000,1.20272E+11,1.20272E+11,0,4442000000,,12.118,5.76644E+11,,,5.76644E+11,0,1869000000,46109000000,0.015,1.4,6169000000,8038000000,0.279,8038000000,6169000000,6169000000,4.71,4.51,4.71,70379000000,71323000000,70379000000,5.09509E+11,83,63.388,21395000000,40.783,1,28811000000,1,0,0,1.3796E+12,1.40989E+12,0,7.05336E+11,,,8.52846E+11,,,44519875623,16220000000,-431000000,-5720000000,-4062000000,-2771000000,-6910000000,629000000,2166000000,22501000000,0,4442000000,2510000000,2510000000,0,0,0.087,22642000000,6169000000,1.98292E+11,0.297,0.633,17.737,19.2,0,1932000000,90.43,1.545,1.647,74465000000,58834000000,28811000000,28811000000,0,0.003,0.035,0.004,0.214,2849000000,22642000000,1,492313122,524600000,556900000,54.92,9.23225E+11,0,1727000000,0,1817.014,
GS,MRY,12/31/12,12/31/12,12/31/12,5/6/19,-193000000,9.38555E+11,9.46833E+11,,,0.036,157.25,-912000000,1.2234E+11,1.2234E+11,0,7475000000,,11.396,5.55835E+11,,,5.55835E+11,0,1738000000,70124000000,0.014,1.77,11207000000,12945000000,0.379,12945000000,11207000000,11207000000,14.63,14.13,14.63,75716000000,73478500000,75716000000,5.11257E+11,46,39.495,11967000000,24.117,1,34163000000,1,0,0,1.37205E+12,1.39838E+12,0,6.85238E+11,,,8.62839E+11,,,59946008167,16661000000,-593000000,-4324000000,-16002000000,-1086000000,7516000000,-3734000000,-2229000000,12879000000,0,7475000000,7292000000,7292000000,0,0,0.213,22956000000,11207000000,1.94485E+11,0.121,0.792,8.221,8.719,0,183000000,127.56,1.755,1.853,91354000000,65223000000,34163000000,34163000000,0,0.008,0.099,0.008,0.328,1319000000,22956000000,1,469943620,496200000,516100000,68.849,9.38555E+11,0,3732000000,0,1949.232,
GS,MRY,12/31/13,12/31/13,12/31/13,5/6/19,-524000000,9.11507E+11,9.33102E+11,,,0.037,167.988,-644000000,1.10804E+11,1.10804E+11,0,8040000000,,10.616,5.41424E+11,,,5.41424E+11,0,1322000000,70807000000,0.012,2.05,11737000000,13059000000,0.382,13059000000,11737000000,11737000000,16.34,15.46,16.34,78467000000,77838500000,78467000000,5.03334E+11,43,38.543,3899000000,8.273,1,34206000000,1,0,0,1.34213E+12,1.37E+12,0,6.80314E+11,,,8.3304E+11,,,80339791937,-11536000000,-2274000000,-6111000000,-2584000000,-1302000000,-7351000000,-8728000000,-5810000000,4543000000,0,8040000000,7726000000,7726000000,0,0,0.226,22469000000,11737000000,2.04765E+11,0.125,1.024,10.399,10.848,0,314000000,177.26,2.349,2.442,97880000000,71961000000,34206000000,34206000000,0,0.008,0.099,0.009,0.343,2015000000,22469000000,1,453231366,471300000,499600000,72.578,9.11507E+11,0,3697000000,0,1951.417,
GS,MRY,12/31/14,12/31/14,12/31/14,5/6/19,-743000000,8.55842E+11,8.75089E+11,,,0.039,183.912,-648000000,1.09316E+11,1.09316E+11,0,8477000000,,9.337,4.60518E+11,,,4.60518E+11,0,1337000000,82880000000,0.012,2.25,12357000000,13694000000,0.397,13694000000,12357000000,12357000000,17.55,17.07,17.55,82797000000,81450000000,82797000000,4.60596E+11,37,33.635,-8580000000,-18.697,1,34528000000,1,0,0,1.20704E+12,1.25353E+12,0,6.29846E+11,,,7.73045E+11,,,84421789886,-3842000000,-1732000000,-5347000000,10194000000,-1454000000,18999000000,-14909000000,-12529000000,-7932000000,0,8477000000,8077000000,8077000000,0,0,0.234,22171000000,12357000000,2.13572E+11,0.128,1.02,10.452,11.044,0,400000000,193.83,2.445,2.576,94479000000,78984000000,34528000000,34528000000,0,0.009,0.099,0.01,0.358,2085000000,22171000000,1,435545529,458900000,473200000,75.241,8.55842E+11,0,3880000000,0,1901.026,
GS,MRY,12/31/15,12/31/15,12/31/15,5/6/19,-718000000,8.61395E+11,8.66823E+11,,,0.039,196.217,-1605000000,93439000000,93439000000,0,6083000000,,8.932,4.47893E+11,,,4.47893E+11,0,991000000,97519000000,0.014,2.55,8778000000,9769000000,0.289,9769000000,8778000000,8778000000,12.35,12.14,12.35,86728000000,86803000000,86728000000,4.1393E+11,47,42.372,7876000000,17.545,1,33820000000,1,0,0,1.21585E+12,1.21862E+12,0,6.70855E+11,,,7.74667E+11,,,76874612658,18414000000,-1808000000,-3878000000,17685000000,-1681000000,27507000000,-18574000000,-15161000000,9481000000,0,6083000000,5568000000,5568000000,0,0,0.165,25042000000,8778000000,2.10362E+11,0.206,0.886,13.807,14.594,0,515000000,180.23,2.273,2.392,71883000000,83386000000,33820000000,33820000000,0,0.006,0.064,0.007,0.26,2272000000,25042000000,1,426536163,448900000,458600000,75.34,8.61395E+11,0,2695000000,0,1948.857,
GS,MRY,12/31/16,12/31/16,12/31/16,5/6/19,-1216000000,8.60165E+11,8.78758E+11,,,0.035,209.33,-2484000000,1.21711E+11,1.21711E+11,0,7398000000,,8.899,4.46357E+11,,,4.46357E+11,0,998000000,1.24098E+11,0.011,2.6,10304000000,11302000000,0.367,11302000000,10304000000,10304000000,16.53,16.29,16.53,86893000000,86838500000,86893000000,3.9136E+11,38,34.628,4010000000,9.382,1,30790000000,1,0,0,1.18481E+12,1.18727E+12,0,6.47149E+11,,,7.73272E+11,,,95217105011,28272000000,14922000000,-6072000000,7533000000,-1706000000,12103000000,9675000000,-2763000000,6494000000,0,7398000000,7087000000,7087000000,0,0,0.23,20304000000,10486000000,1.88455E+11,0.157,1.096,13.435,14.486,0,311000000,239.45,3.092,3.324,65824000000,89039000000,30790000000,30790000000,0,0.008,0.082,0.009,0.335,2111000000,18225000000,1,397649217,427400000,435100000,72.04,8.60165E+11,0,2906000000,0,2072.187,
GS,MRY,12/31/17,12/31/17,12/31/17,5/6/19,-1880000000,9.16776E+11,9.11874E+11,,,0.036,211.096,-2610000000,1.10051E+11,1.10051E+11,0,4286000000,,10.147,5.00838E+11,,,5.00838E+11,0,1152000000,1.38604E+11,0.011,2.9,11132000000,12284000000,0.375,12284000000,11132000000,11132000000,9.12,9.01,9.12,82243000000,85531750000,82243000000,4.73731E+11,43,38.565,-20837000000,-51.885,1,32730000000,1,0,0,1.30756E+12,1.28411E+12,0,6.93591E+11,,,8.34533E+11,,,96095848790,-11660000000,-2383000000,-6768000000,29131000000,-1769000000,35206000000,-28639000000,-23646000000,-18227000000,0,4286000000,3685000000,3685000000,0,0,0.113,20941000000,11789000000,1.78169E+11,0.318,1.168,26.078,27.934,0,601000000,254.76,2.936,3.126,84788000000,91519000000,32730000000,32730000000,0,0.004,0.043,0.009,0.34,1769000000,18624000000,1,377201479,401600000,409100000,81.499,9.16776E+11,0,6846000000,0,2353.121,
GS,MRY,12/31/18,12/31/18,12/31/18,5/6/19,693000000,9.31796E+11,9.57783E+11,,,0.038,237.704,-4271000000,1.30547E+11,1.30547E+11,0,10459000000,,9.332,4.85512E+11,,,4.85512E+11,0,1328000000,1.58257E+11,0.019,3.15,12481000000,13809000000,0.377,13809000000,12481000000,12481000000,25.53,25.27,25.53,90185000000,86781250000,90185000000,4.56061E+11,37,33.026,16150000000,41.905,1,36616000000,1,0,0,1.28676E+12,1.34606E+12,0,6.91294E+11,,,8.41611E+11,,,62138213267,20496000000,-162000000,-3256000000,7086000000,-1810000000,22752000000,-22677000000,-18244000000,20421000000,0,10459000000,9860000000,9860000000,0,0,0.269,23461000000,13155000000,1.80235E+11,0.123,0.689,6.302,6.543,0,599000000,167.05,1.697,1.758,79315000000,1.001E+11,36616000000,36616000000,0,0.01,0.114,0.009,0.341,1831000000,20919000000,1,371973740,385400000,390200000,95.008,9.31796E+11,0,2022000000,0,2455.973,
IBM,MRY,12/31/11,12/31/11,12/31/11,4/30/19,-21885000000,1.16433E+11,1.13256E+11,50928000000,65505000000,0.944,17.18,-4059000000,11922000000,11922000000,56778000000,15855000000,1.209,4.777,31320000000,8463000000,22857000000,31320000000,16044000000,4815000000,0,0.016,2.9,21414000000,26229000000,0.245,26229000000,21414000000,21003000000,13.25,13.06,13.25,20138000000,22056750000,20138000000,2.35581E+11,11,8.982,15787000000,13.189,1,50138000000,0.469,29605000000,411000000,64103000000,63338750000,2595000000,4895000000,0,4895000000,96197000000,42123000000,54074000000,2.16724E+11,1262000000,-1797000000,-12593000000,2370000000,-3473000000,-13696000000,-4396000000,1460000000,19846000000,-493000000,15855000000,15855000000,15855000000,0,0,0.148,28724000000,21414000000,8517000000,0.219,10.762,13.669,13.878,13883000000,0,183.88,2.027,2.059,40337000000,1.04857E+11,1.06916E+11,1.06916E+11,6258000000,0.14,0.719,0.338,0.2,697000000,23594000000,1,1178618168,1196951006,1213767985,89.324,86828000000,5104000000,5148000000,3313000000,74.072,8805000000
IBM,MRY,12/31/12,12/31/12,12/31/12,4/30/19,-25759000000,1.19213E+11,1.16043E+11,49433000000,69780000000,0.887,16.767,-4307000000,10412000000,10412000000,52513000000,16604000000,1.133,5.314,33269000000,9181000000,24088000000,33269000000,16443000000,4676000000,0,0.017,3.3,22604000000,27280000000,0.265,27280000000,22604000000,22145000000,14.53,14.37,14.53,18860000000,20393500000,18860000000,2.38197E+11,11,8.732,15279000000,13.373,1,50361000000,0.49,33034000000,459000000,65411000000,65742000000,2287000000,5738000000,717000000,5021000000,1.00229E+11,43625000000,56604000000,2.16439E+11,-1511000000,-3123000000,-10455000000,2252000000,-3773000000,-11976000000,-9004000000,-1575000000,19586000000,-116000000,16604000000,16604000000,16604000000,395000000,0,0.161,27362000000,22999000000,7952000000,0.227,11.476,13.035,13.183,13996000000,0,191.55,2.104,2.127,43390000000,1.17641E+11,1.02874E+11,1.02874E+11,5816000000,0.143,0.814,0.344,0.22,688000000,23463000000,1,1129932457,1142508521,1155449317,90.042,86179000000,5388000000,5541000000,4948000000,76.615,5808000000
IBM,MRY,12/31/13,12/31/13,12/31/13,4/30/19,-21602000000,1.26223E+11,1.1912E+11,51350000000,74873000000,0.826,21.25,-3768000000,10716000000,10716000000,49683000000,16483000000,1.279,4.532,39718000000,6862000000,32856000000,39718000000,16665000000,4678000000,0,0.02,3.7,20248000000,24926000000,0.253,24926000000,20248000000,19846000000,15.06,14.94,15.06,22792000000,19879250000,22792000000,2.29782E+11,11,9.219,13717000000,12.533,1,48684000000,0.495,35055000000,402000000,80016000000,70400000000,2310000000,4989000000,350000000,4639000000,1.03294E+11,40154000000,63140000000,2.03674E+11,304000000,-2759000000,-12785000000,6961000000,-4058000000,-9883000000,-7326000000,-798000000,17485000000,28000000,16483000000,16483000000,16483000000,398000000,0,0.168,28039000000,20645000000,7461000000,0.246,8.936,12.357,12.455,13821000000,0,187.57,2.071,2.087,44591000000,1.30042E+11,98367000000,98367000000,5743000000,0.138,0.829,0.288,0.206,614000000,23451000000,1,1085854383,1094486604,1103042156,89.875,91168000000,4702000000,3363000000,4633000000,85.001,11196000000
IBM,MRY,12/31/14,12/31/14,12/31/14,4/30/19,-27875000000,1.17271E+11,1.20786E+11,47377000000,69894000000,0.768,11.983,-3779000000,8476000000,8476000000,46386000000,12022000000,1.197,8.869,40722000000,5731000000,34991000000,40722000000,15568000000,4492000000,0,0.026,4.25,16740000000,21232000000,0.229,21232000000,16740000000,16256000000,11.97,11.9,11.97,11868000000,15026750000,11868000000,1.94917E+11,12,9.18,13089000000,13.033,1,46407000000,0.5,33660000000,484000000,76276000000,79832250000,2103000000,5520000000,0,5520000000,1.05257E+11,39581000000,65676000000,1.58781E+11,-2240000000,1701000000,-12970000000,1783000000,-4265000000,-15452000000,-3001000000,-923000000,16868000000,-655000000,12022000000,12022000000,12022000000,3729000000,0,0.13,25937000000,20470000000,6864000000,0.355,13.379,13.208,13.404,10771000000,0,160.44,1.711,1.736,42940000000,1.37793E+11,92793000000,92793000000,5437000000,0.1,0.8,0.21,0.18,512000000,23180000000,1,989660472,1004272584,1010000480,92.398,83611000000,6675000000,4234000000,5084000000,84.422,7796000000
IBM,MRY,12/31/15,12/31/15,12/31/15,4/30/19,-29607000000,1.10495E+11,1.10978E+11,42504000000,67991000000,0.737,14.709,-3781000000,7686000000,7686000000,41057000000,13190000000,1.24,6.736,39889000000,6461000000,33428000000,39889000000,14792000000,3855000000,0,0.036,5,16239000000,20094000000,0.246,20094000000,16239000000,15771000000,13.48,13.42,13.48,14262000000,13345250000,14262000000,1.63687E+11,10,8.146,13474000000,13.767,1,40684000000,0.498,35508000000,468000000,72921000000,73132500000,1551000000,5695000000,508000000,5187000000,96071000000,34269000000,61802000000,1.33507E+11,-790000000,-3750000000,-4287000000,19000000,-4897000000,-9413000000,-8159000000,-629000000,17255000000,-473000000,13190000000,13190000000,13190000000,174000000,0,0.161,24271000000,16413000000,6028000000,0.371,9.361,10.122,10.209,10727000000,0,137.62,1.633,1.648,38567000000,1.46124E+11,81741000000,81741000000,5247000000,0.119,0.988,0.222,0.199,468000000,20430000000,1,970110126,978744523,982700267,83.516,74987000000,4822000000,2581000000,2847000000,77.34,8235000000
IBM,MRY,12/31/16,12/31/16,12/31/16,4/30/19,-29398000000,1.1747E+11,1.17497E+11,43888000000,73582000000,0.68,19.235,-3726000000,7826000000,7826000000,41403000000,11872000000,1.21,5.43,42168000000,7513000000,34655000000,42168000000,14635000000,4381000000,0,0.033,5.5,12951000000,17332000000,0.217,17332000000,12951000000,12321000000,12.43,12.38,12.43,18246000000,16478500000,18246000000,1.91276E+11,15,11.036,13358000000,13.981,1,38516000000,0.482,40887000000,630000000,74650000000,75520000000,1553000000,5286000000,701000000,4585000000,99078000000,36275000000,62803000000,1.57832E+11,188000000,-6150000000,-3502000000,2763000000,-5256000000,-5917000000,-10928000000,-1052000000,17084000000,-51000000,11872000000,11872000000,11872000000,9000000,0,0.149,25557000000,12959000000,6209000000,0.442,8.65,13.295,13.354,10830000000,0,165.99,1.975,1.984,38266000000,1.52759E+11,79919000000,79919000000,5726000000,0.101,0.72,0.171,0.162,544000000,20869000000,1,950854551,955422530,958714097,83.648,76583000000,5224000000,449000000,3235000000,80.733,7613000000
IBM,MRY,12/31/17,12/31/17,12/31/17,4/30/19,-26592000000,1.25356E+11,1.21246E+11,49735000000,75621000000,0.653,19.031,-3313000000,12234000000,12234000000,42196000000,5753000000,1.331,6.117,46824000000,6987000000,39837000000,46824000000,15298000000,4541000000,0,0.038,5.9,12010000000,16551000000,0.209,16551000000,12010000000,11395000000,6.17,6.14,6.17,17594000000,18491750000,17594000000,1.76746E+11,15,10.679,13411000000,14.377,1,36943000000,0.467,40530000000,615000000,82053000000,79176500000,1583000000,3391000000,608000000,2783000000,1.07631E+11,37363000000,70268000000,1.42035E+11,4161000000,-701000000,-4340000000,3447000000,-5506000000,-6418000000,-7081000000,-3067000000,16724000000,937000000,5753000000,5753000000,5753000000,5000000,0,0.073,24929000000,12014000000,6451000000,0.956,8.073,24.689,24.865,11116000000,0,153.42,1.795,1.808,41180000000,1.53126E+11,79139000000,79139000000,5590000000,0.047,0.311,0.152,0.152,534000000,19680000000,1,925791378,932828295,937385625,84.838,84826000000,4862000000,5642000000,4219000000,91.752,12372000000
IBM,MRY,12/31/18,12/31/18,12/31/18,4/30/19,-29490000000,1.23382E+11,1.2307E+11,49146000000,74236000000,0.647,18.633,-3716000000,11604000000,11604000000,42655000000,8728000000,1.286,6.338,45812000000,10207000000,35605000000,45812000000,14610000000,4480000000,0,0.055,6.21,12070000000,16550000000,0.208,16550000000,12070000000,11347000000,9.57,9.52,9.57,16796000000,18316500000,16796000000,1.38493E+11,11,8.368,11531000000,12.643,1,36936000000,0.464,39352000000,723000000,80011000000,81256000000,1682000000,3004000000,618000000,2386000000,1.06452E+11,38227000000,68225000000,1.03303E+11,-630000000,-139000000,-4443000000,-301000000,-5666000000,-10469000000,-4913000000,-1057000000,15247000000,-495000000,8728000000,8728000000,8728000000,-5000000,0,0.11,24871000000,12065000000,6558000000,0.649,6.15,11.836,11.878,10792000000,0,113.67,1.298,1.303,39711000000,1.59206E+11,79591000000,79591000000,5379000000,0.071,0.477,0.149,0.152,510000000,19366000000,1,908793777,912048072,916315714,87.266,84030000000,5216000000,2619000000,3046000000,93.222,10919000000
JPM,MRY,12/31/11,12/31/11,12/31/11,5/2/19,944000000,2.26579E+12,2.24999E+12,,,0.043,48.283,0,1.44881E+11,1.44881E+11,0,18976000000,,11.343,5.43846E+11,,,5.43846E+11,0,5105000000,1.12781E+12,0.024,0.8,25341000000,30446000000,0.313,30446000000,25341000000,25341000000,4.5,4.48,4.5,1.83573E+11,1.82334E+11,1.83573E+11,5.33363E+11,21,17.518,95932000000,24.595,1,97234000000,1,58618000000,0,2.60614E+12,2.62629E+12,0,1.88264E+12,,,2.08222E+12,,,1.26342E+11,32035000000,102000000,-8863000000,-83120000000,-3895000000,1.07706E+11,-1.70752E+11,-1.70791E+11,95932000000,-851000000,17568000000,17568000000,17568000000,0,1408000000,0.181,62911000000,34323000000,2.02895E+11,0.178,0.688,7.192,7.389,14041000000,0,33.25,1.299,1.334,61478000000,88315000000,97234000000,97234000000,0,0.008,0.096,0.01,0.261,2675000000,48504000000,1,3799765675,3900400000,3920300000,24.929,2.20717E+12,0,7773000000,0,580.53,
JPM,MRY,12/31/12,12/31/12,12/31/12,5/2/19,4102000000,2.35914E+12,2.32268E+12,,,0.042,53.612,0,1.75537E+11,1.75537E+11,0,21284000000,,10.561,5.7113E+11,,,5.7113E+11,0,5147000000,1.19359E+12,0.026,1.15,27510000000,32657000000,0.337,32657000000,27510000000,27510000000,5.22,5.2,5.22,2.04069E+11,1.96151E+11,2.04069E+11,5.85544E+11,21,17.93,25079000000,6.583,1,97031000000,1,58024000000,0,2.69671E+12,2.67086E+12,0,1.94835E+12,,,2.15507E+12,,,1.67144E+11,-5879000000,88000000,-1653000000,25659000000,-5194000000,87707000000,-1.19825E+11,-1.16513E+11,25079000000,1160000000,19877000000,19877000000,19877000000,0,1407000000,0.205,64729000000,32302000000,1.9524E+11,0.22,0.819,8.409,8.423,14519000000,0,43.969,1.723,1.726,60933000000,1.04223E+11,97031000000,97031000000,0,0.009,0.101,0.01,0.284,2545000000,49740000000,1,3801401625,3809400000,3822200000,25.471,2.30112E+12,0,7633000000,0,604.539,
JPM,MRY,12/31/13,12/31/13,12/31/13,5/2/19,1199000000,2.41569E+12,2.42696E+12,,,0.04,56.135,0,3.55822E+11,3.55822E+11,0,17886000000,,10.439,5.34894E+11,,,5.34894E+11,0,5306000000,1.28777E+12,0.023,1.36,25346000000,30652000000,0.315,30652000000,25346000000,25346000000,4.38,4.34,4.38,2.11178E+11,2.08543E+11,2.11178E+11,3.84005E+11,15,12.528,1.07953E+11,28.541,1,97367000000,1,59313000000,0,2.53545E+12,2.59652E+12,0,1.8104E+12,,,2.20451E+12,,,2.19837E+11,-13952000000,0,-4789000000,-33034000000,-6056000000,28324000000,-1.50501E+11,-1.49673E+11,1.07953E+11,272000000,16557000000,16557000000,16557000000,0,1329000000,0.17,70467000000,26900000000,1.94491E+11,0.311,1.041,13.278,13.352,14891000000,0,58.48,2.258,2.272,65160000000,1.15756E+11,97367000000,97367000000,0,0.007,0.079,0.01,0.26,0,50069000000,1,3759189280,3782400000,3814900000,25.742,2.35638E+12,0,8789000000,0,626.363,
JPM,MRY,12/31/14,12/31/14,12/31/14,5/2/19,2189000000,2.57227E+12,2.52415E+12,,,0.038,62.112,0,5.12308E+11,5.12308E+11,0,21745000000,,10.1,5.65046E+11,,,5.65046E+11,0,4759000000,1.36343E+12,0.025,1.56,29031000000,33790000000,0.355,33790000000,29031000000,29031000000,5.33,5.29,5.33,2.31727E+11,2.27493E+11,2.31727E+11,3.53571E+11,12,10.464,36593000000,9.723,1,95112000000,1,56275000000,0,2.56874E+12,2.59719E+12,0,1.81638E+12,,,2.34055E+12,,,2.33936E+11,-11940000000,0,-4760000000,33387000000,-6990000000,1.18228E+11,-1.65636E+11,-1.67817E+11,36593000000,-1125000000,20077000000,20077000000,20077000000,0,1668000000,0.211,61274000000,33838000000,2.06939E+11,0.293,1.01,11.652,11.741,15133000000,0,62.58,2.46,2.476,70079000000,1.29977E+11,95112000000,95112000000,0,0.008,0.088,0.011,0.305,0,50128000000,1,3738188746,3763500000,3797500000,25.272,2.516E+12,0,8954000000,0,674.386,
JPM,MRY,12/31/15,12/31/15,12/31/15,5/2/19,192000000,2.3517E+12,2.44889E+12,,,0.038,64.519,0,3.60505E+11,3.60505E+11,0,24442000000,,8.499,4.77996E+11,,,4.77996E+11,0,4940000000,1.27972E+12,0.025,1.68,28911000000,33851000000,0.362,33851000000,28911000000,28911000000,6.05,6,6.05,2.47573E+11,2.42593E+11,2.47573E+11,3.65705E+11,13,10.803,73466000000,19.637,1,93543000000,1,54948000000,0,2.41424E+12,2.49097E+12,0,1.76971E+12,,,2.10413E+12,,,2.43065E+11,-7341000000,0,-5616000000,-84879000000,-7873000000,-1.87511E+11,1.0698E+11,1.03277E+11,73466000000,-276000000,22651000000,22651000000,22651000000,0,1791000000,0.242,59014000000,34529000000,1.77638E+11,0.278,0.982,10.731,10.914,14362000000,0,66.03,2.598,2.641,46605000000,1.4642E+11,93543000000,93543000000,0,0.009,0.093,0.012,0.309,0,49421000000,1,3681129777,3741200000,3773600000,25.003,2.29675E+12,0,6260000000,0,598.548,
JPM,MRY,12/31/16,12/31/16,12/31/16,5/2/19,-1175000000,2.49097E+12,2.47548E+12,,,0.039,70.385,0,3.89635E+11,3.89635E+11,0,24733000000,,8.8,4.95354E+11,,,4.95354E+11,0,5478000000,1.37518E+12,0.021,1.84,32637000000,38115000000,0.395,38115000000,32637000000,32637000000,6.24,6.19,6.24,2.5419E+11,2.52775E+11,2.5419E+11,4.05824E+11,12,10.647,21884000000,5.981,1,96569000000,1,54246000000,0,2.54245E+12,2.53356E+12,0,1.86855E+12,,,2.23678E+12,,,3.08768E+11,29471000000,0,-9082000000,24667000000,-8476000000,98271000000,-89202000000,-86377000000,21884000000,-1482000000,22834000000,22834000000,22834000000,0,1899000000,0.236,56672000000,39897000000,1.90543E+11,0.295,1.215,13.522,13.829,14131000000,0,86.29,3.197,3.269,52330000000,1.6244E+11,96569000000,96569000000,0,0.009,0.09,0.013,0.338,0,51117000000,1,3578264278,3658800000,3690000000,26.394,2.43673E+12,0,9803000000,0,674.732,
JPM,MRY,12/31/17,12/31/17,12/31/17,5/2/19,-119000000,2.5336E+12,2.55153E+12,,,0.039,73.187,0,4.31304E+11,4.31304E+11,0,24441000000,,8.909,4.94798E+11,,,4.94798E+11,0,6179000000,1.44398E+12,0.019,2.04,34026000000,40205000000,0.399,40205000000,34026000000,34026000000,6.35,6.31,6.35,2.55693E+11,2.57105E+11,2.55693E+11,4.2519E+11,12,10.576,-10827000000,-3.048,1,1.00705E+11,1,54392000000,0,2.5427E+12,2.55542E+12,0,1.85243E+12,,,2.27791E+12,,,3.71052E+11,40150000000,0,-15410000000,-17007000000,-8993000000,14642000000,28249000000,28812000000,-10827000000,8086000000,22567000000,22567000000,22567000000,0,1874000000,0.224,59515000000,41190000000,1.89383E+11,0.321,1.451,16.442,16.841,14159000000,0,106.94,3.685,3.771,67729000000,1.77676E+11,1.00705E+11,1.00705E+11,0,0.009,0.088,0.013,0.338,0,53436000000,1,3469725577,3551600000,3576800000,28.355,2.47921E+12,0,11459000000,0,709.622,
JPM,MRY,12/31/18,12/31/18,12/31/18,5/2/19,-1507000000,2.62253E+12,2.60939E+12,,,0.042,76.891,0,2.78793E+11,2.78793E+11,0,32474000000,,9.224,5.33627E+11,,,5.33627E+11,0,7791000000,1.47067E+12,0.025,2.48,38999000000,46790000000,0.429,46790000000,38999000000,38999000000,9.04,9,9.04,2.56515E+11,2.57283E+11,2.56515E+11,4.21897E+11,11,9.017,14187000000,4.177,1,1.09029E+11,1,54349000000,0,2.82302E+12,2.69502E+12,0,2.08023E+12,,,2.36602E+12,,,3.24627E+11,-1.52511E+11,0,-19983000000,37240000000,-10109000000,34158000000,-1.97993E+11,-1.93007E+11,14187000000,-2863000000,30709000000,30709000000,30709000000,0,1765000000,0.282,63394000000,45635000000,1.9671E+11,0.274,1.266,10.571,10.799,14934000000,0,97.62,2.977,3.041,73200000000,1.99202E+11,1.09029E+11,1.09029E+11,0,0.012,0.119,0.014,0.358,0,57663000000,1,3325410725,3396400000,3414000000,32.101,2.56818E+12,0,8290000000,0,769.816,
KO,MRY,12/31/11,12/31/11,12/31/11,4/25/19,-2774000000,79974000000,79468750000,25497000000,54477000000,0.586,6.976,-2819000000,13891000000,13891000000,18215000000,8646000000,1.05,1.519,28568000000,14912000000,13656000000,28568000000,0,1954000000,0,0.027,0.94,11813000000,13767000000,0.296,13767000000,11813000000,11396000000,1.88,1.85,1.88,31635000000,33066250000,31635000000,1.7174E+11,15,12.475,6655000000,1.457,1,28327000000,0.609,27669000000,417000000,42699000000,41423750000,3092000000,8518000000,144000000,8374000000,48053000000,24283000000,23770000000,1.58918E+11,4286000000,-573000000,-2944000000,4965000000,-4300000000,-2234000000,-2524000000,1013000000,9474000000,-430000000,8584000000,8584000000,8584000000,0,62000000,0.184,18154000000,10173000000,9009000000,0.5,5.023,18.513,18.609,14939000000,0,34.985,3.415,3.434,4920000000,53621000000,46542000000,46542000000,0,0.108,0.26,0.285,0.254,354000000,17422000000,1,4542464410,4568000000,4646000000,10.189,52305000000,0,2812000000,5056000000,11.534,1214000000
KO,MRY,12/31/12,12/31/12,12/31/12,4/25/19,-3385000000,86174000000,85468500000,30328000000,55846000000,0.562,7.324,-2637000000,13459000000,13459000000,19053000000,9086000000,1.09,1.617,32610000000,17874000000,14736000000,32610000000,0,1982000000,0,0.028,1.02,12139000000,14121000000,0.294,14121000000,12139000000,11742000000,2,1.97,2,32790000000,32771750000,32790000000,1.80382E+11,15,12.774,8008000000,1.778,1,28964000000,0.603,27337000000,397000000,50167000000,49555000000,3264000000,13540000000,3092000000,10448000000,53006000000,27821000000,25185000000,1.62587E+11,-4361000000,-1466000000,-3070000000,4218000000,-4595000000,-3347000000,-11404000000,-7033000000,10645000000,-255000000,9019000000,9019000000,9019000000,0,67000000,0.188,18185000000,10779000000,8680000000,0.51,4.958,18.027,18.125,14476000000,0,36.25,3.386,3.4,4759000000,58045000000,48017000000,48017000000,0,0.106,0.275,0.245,0.253,259000000,17738000000,1,4485161506,4504000000,4584000000,10.661,58837000000,0,2723000000,5452000000,13.142,2507000000
